,gameid,league,blueteam,redteam,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
5233,6571-8897,LDL,Suning-S,Invictus Gaming Young,Karma,LeeSin,Zoe,Aphelios,Thresh,Renekton,Lillia,Lucian,Ezreal,Nautilus,0
5234,ESPORTSTMNT03/1431662,VCS,Team Secret,Team Flash,Volibear,Lillia,Irelia,Ezreal,Karma,Camille,Nidalee,Syndra,Senna,TahmKench,0
5235,ESPORTSTMNT03/1431664,LCK,KT Rolster,Afreeca Freecs,Camille,Volibear,TwistedFate,Ezreal,Bard,Mordekaiser,Lillia,Sett,Ashe,Nautilus,0
5236,6572-8898,LDL,V5 87,LNG Academy,Jayce,Volibear,Orianna,Ezreal,Bard,Irelia,Nidalee,TwistedFate,Ashe,Pantheon,0
5237,ESPORTSTMNT03/1431671,VCS,Team Flash,Team Secret,Kennen,Graves,Syndra,Ezreal,Janna,Camille,Nocturne,Sylas,Lucian,Bard,0
5238,ESPORTSTMNT03/1431675,LCK,Afreeca Freecs,KT Rolster,Mordekaiser,Sett,Renekton,Caitlyn,Nautilus,Gnar,Volibear,Sylas,Jhin,Leona,1
5239,ESPORTSTMNT03/1431682,VCS,Team Secret,Team Flash,Gangplank,Karthus,Lucian,Caitlyn,Morgana,Ornn,Nidalee,Malphite,Kaisa,Lulu,0
5240,ESPORTSTMNT06/1320394,EM,LDLC OL,Riddle Esports,MonkeyKing,Hecarim,Syndra,Caitlyn,Morgana,Gangplank,Nidalee,Lucian,MissFortune,Nautilus,1
5241,ESPORTSTMNT06/1320402,EM,G2 Arctic,Team GamerLegion,Gangplank,Sejuani,Morgana,Caitlyn,Thresh,Renekton,Olaf,Zoe,Jinx,Karma,0
5242,ESPORTSTMNT06/1320406,EM,Riddle Esports,LDLC OL,Gnar,Khazix,TwistedFate,Jhin,Thresh,Shen,Hecarim,Orianna,Senna,TahmKench,0
5243,ESPORTSTMNT06/1310334,EM,Team GamerLegion,G2 Arctic,Renekton,Nidalee,Velkoz,Jinx,Thresh,Gangplank,LeeSin,Orianna,Caitlyn,Morgana,0
5244,ESPORTSTMNT06/1310340,EM,Racoon,7more7 Pompa Team,Sett,Hecarim,Galio,Sona,Lux,Gnar,Graves,Azir,Senna,Blitzcrank,0
5245,ESPORTSTMNT06/1320408,EM,G2 Arctic,Team GamerLegion,Shen,Olaf,Orianna,Ezreal,Yuumi,Mordekaiser,Volibear,Lucian,Velkoz,Leona,0
5246,ESPORTSTMNT06/1310342,EM,Intrepid Fox Gaming,Sector One,Camille,Khazix,Corki,Caitlyn,Morgana,Ornn,RekSai,Zoe,Ashe,Lux,1
5247,ESPORTSTMNT06/1310343,EM,Racoon,7more7 Pompa Team,Camille,Graves,TwistedFate,Soraka,Nautilus,Malphite,LeeSin,Cassiopeia,Senna,Galio,0
5248,ESPORTSTMNT06/1310347,EM,Sector One,Intrepid Fox Gaming,Sion,Gragas,Corki,Ezreal,Rakan,Renekton,Graves,Sylas,Kalista,Nautilus,1
5249,ESPORTSTMNT03/1441716,LCS,Cloud9,FlyQuest,Vladimir,Nocturne,TwistedFate,Ezreal,Yuumi,Shen,Lillia,Azir,Ashe,Thresh,0
5250,ESPORTSTMNT06/1310348,EM,Intrepid Fox Gaming,Sector One,Malphite,Kayn,Corki,Ezreal,Lux,Chogath,Graves,TwistedFate,Ashe,Blitzcrank,1
5251,ESPORTSTMNT03/1441723,LCS,Cloud9,FlyQuest,Gangplank,LeeSin,Akali,Ezreal,Yuumi,Shen,Volibear,Leblanc,Ashe,Thresh,1
5252,ESPORTSTMNT03/1441725,LCS,FlyQuest,Cloud9,Shen,Graves,Azir,Senna,Nautilus,Gangplank,Gragas,Zoe,Ezreal,Yuumi,1
5253,ESPORTSTMNT03/1441735,LCS,Cloud9,FlyQuest,Gangplank,LeeSin,Zoe,Ezreal,Yuumi,Shen,Volibear,Malzahar,Senna,Rakan,0
5254,ESPORTSTMNT03/1441740,LCS.A,TSM Academy,Evil Geniuses Academy,Renekton,Sett,Zoe,Caitlyn,Braum,Volibear,Lillia,Irelia,Ashe,Nautilus,1
5255,ESPORTSTMNT03/1441746,LCS.A,TSM Academy,Evil Geniuses Academy,Shen,Olaf,Akali,Ashe,Soraka,Lillia,LeeSin,Jayce,Caitlyn,Lux,1
5256,ESPORTSTMNT03/1441749,LCS.A,Evil Geniuses Academy,TSM Academy,Camille,Nidalee,TwistedFate,Jhin,Nautilus,Jax,Olaf,Leblanc,Senna,Leona,0
5257,6573-8899,LDL,LGD Gaming Young Team,Bilibili Gaming Junior,Gnar,Graves,Akali,Ashe,Karma,Lucian,Nidalee,Renekton,Jhin,Lux,1
5258,ESPORTSTMNT03/1441774,OPL,Pentanet.GG,Chiefs Esports Club,Renekton,Lillia,Galio,Jhin,Leona,Volibear,Nidalee,Orianna,Ashe,Braum,0
5259,6573-8900,LDL,LGD Gaming Young Team,Bilibili Gaming Junior,Jayce,Nidalee,Rumble,Ashe,Karma,MonkeyKing,Graves,Galio,Jhin,Blitzcrank,1
5260,ESPORTSTMNT03/1441781,OPL,Pentanet.GG,Chiefs Esports Club,Renekton,Evelynn,Azir,Aphelios,Nautilus,Lillia,Graves,Akali,Ashe,Sett,0
5261,ESPORTSTMNT03/1441795,LCK,Hanwha Life Esports,SANDBOX Gaming,Renekton,Volibear,Ekko,Jhin,Leona,Ornn,Sett,Azir,Caitlyn,Braum,0
5262,6575-8902,LDL,WanZhen Esports Club,LinGan e-Sports,Karma,Olaf,Gangplank,Ashe,Nautilus,Aatrox,Trundle,Leblanc,Draven,Thresh,0
5263,6574-8901,LDL,FunPlus Phoenix Blaze,optical spectrum E-sports,Darius,Graves,Leblanc,Caitlyn,Lux,Renekton,Elise,Lucian,Yasuo,Gragas,1
5264,ESPORTSTMNT03/1441805,OPL,Chiefs Esports Club,Pentanet.GG,Hecarim,Nidalee,Syndra,Ashe,Sett,Malphite,Volibear,Azir,Ezreal,Leona,1
5265,6575-8903,LDL,WanZhen Esports Club,LinGan e-Sports,Kennen,Volibear,Syndra,Caitlyn,Morgana,Renekton,Graves,Ekko,Ashe,TahmKench,1
5266,ESPORTSTMNT03/1431816,PCS,J Team,Nova Esports,Volibear,Zac,Orianna,Caitlyn,TahmKench,Renekton,Sejuani,Syndra,Jhin,Pantheon,1
5267,6574-8904,LDL,optical spectrum E-sports,FunPlus Phoenix Blaze,MonkeyKing,Graves,Sylas,Jhin,Blitzcrank,Camille,Olaf,Galio,Caitlyn,Lux,0
5268,ESPORTSTMNT03/1441817,LCK,SANDBOX Gaming,Hanwha Life Esports,MonkeyKing,Sett,Azir,Jhin,TahmKench,Lucian,Olaf,Akali,Caitlyn,Lulu,1
5269,6575-8906,LDL,WanZhen Esports Club,LinGan e-Sports,Poppy,Graves,Orianna,Ezreal,Nautilus,Renekton,LeeSin,Azir,Ashe,Braum,1
5270,ESPORTSTMNT03/1441822,LCK,SeolHaeOne Prince,Team Dynamics,Renekton,Nidalee,Qiyana,Jhin,Nautilus,Kennen,Volibear,Lissandra,Ashe,Braum,0
5271,6576-8905,LDL,Legend Esport Gaming,Team WE Academy,Rumble,Graves,Zoe,Aphelios,Morgana,Camille,Volibear,Akali,Ezreal,Bard,0
5272,ESPORTSTMNT03/1431839,PCS,Nova Esports,J Team,Lucian,LeeSin,Syndra,Xayah,Rakan,MonkeyKing,Gragas,Renekton,Ashe,Nautilus,0
5273,6577-8908,LDL,Rogue Warriors Shark,Oh My Dream,Karma,Olaf,Leblanc,Kalista,Leona,Camille,Ekko,Qiyana,Ashe,Bard,1
5274,6576-8907,LDL,Team WE Academy,Legend Esport Gaming,Ornn,Graves,Sylas,Caitlyn,Lux,Vladimir,Nidalee,Galio,Kaisa,Nautilus,0
5275,ESPORTSTMNT03/1431856,PCS,Nova Esports,J Team,Renekton,Sylas,Azir,Caitlyn,Thresh,Volibear,Lillia,Sett,Jhin,Karma,0
5276,ESPORTSTMNT03/1441836,LCK,Team Dynamics,SeolHaeOne Prince,Mordekaiser,Sett,Azir,Senna,MonkeyKing,Darius,Skarner,Zoe,Ashe,Pantheon,1
5277,6577-8909,LDL,Oh My Dream,Rogue Warriors Shark,Lucian,Ekko,Sylas,Draven,Leona,Akali,Trundle,Qiyana,Ashe,Braum,0
5278,6576-8910,LDL,Legend Esport Gaming,Team WE Academy,Kennen,Nidalee,Qiyana,Sivir,Nautilus,Vladimir,Volibear,Leblanc,Ashe,Thresh,0
5279,ESPORTSTMNT06/1320437,LEC,SK Gaming,FC Schalke 04 Esports,Volibear,Lillia,Ziggs,Jinx,Morgana,Renekton,Hecarim,Orianna,Senna,Nautilus,0
5280,ESPORTSTMNT06/1320442,LEC,SK Gaming,FC Schalke 04 Esports,Gangplank,LeeSin,Syndra,Ezreal,Yuumi,Sion,Hecarim,Orianna,Senna,Nautilus,0
5281,ESPORTSTMNT06/1320443,LEC,FC Schalke 04 Esports,SK Gaming,Vladimir,Khazix,Azir,Senna,Nautilus,Shen,Volibear,Ziggs,KogMaw,Morgana,1
5282,ESPORTSTMNT03/1441899,LCS,Team Liquid,Golden Guardians,Mordekaiser,LeeSin,Azir,Ashe,Bard,Renekton,Graves,Zoe,Caitlyn,Alistar,1
5283,ESPORTSTMNT03/1441902,LCS,Team Liquid,Golden Guardians,Mordekaiser,LeeSin,Azir,Caitlyn,Bard,Lillia,Graves,TwistedFate,Senna,Karma,1
5284,ESPORTSTMNT03/1441904,LCS,Team Liquid,Golden Guardians,Ornn,LeeSin,Leblanc,Ashe,Morgana,Gangplank,Lillia,Lucian,Senna,Braum,1
5285,ESPORTSTMNT03/1441905,LCS.A,Cloud9 Academy,CLG Academy,Lucian,Sett,Zoe,Senna,Bard,Gangplank,Vi,Azir,Ezreal,Rakan,1
5286,ESPORTSTMNT03/1431949,LCS.A,Cloud9 Academy,CLG Academy,Lucian,Sett,Azir,Ashe,Rakan,Gangplank,Trundle,Orianna,Senna,Leona,1
5287,ESPORTSTMNT03/1431950,LCS.A,Cloud9 Academy,CLG Academy,Sett,Gragas,Irelia,Ashe,Blitzcrank,Malphite,JarvanIV,Azir,Senna,Lux,1
5288,ESPORTSTMNT03/1441931,LCK,Gen.G,Afreeca Freecs,Renekton,Nidalee,Orianna,Senna,Sett,Quinn,Volibear,Zoe,Ashe,Bard,1
5289,6578-8911,LDL,Dominus Esports Young,Joy Dream,Karma,Kindred,Galio,Caitlyn,Lux,Lucian,Karthus,Yasuo,Draven,Pyke,1
5290,ESPORTSTMNT03/1441932,OPL,Chiefs Esports Club,ORDER,Lillia,Kayn,Leblanc,Ashe,Nautilus,Renekton,Olaf,Orianna,Ezreal,Bard,0
5291,6578-8912,LDL,Joy Dream,Dominus Esports Young,Ornn,Kindred,Syndra,Ashe,Thresh,Karma,Khazix,Zoe,Caitlyn,TahmKench,1
5292,ESPORTSTMNT03/1441943,OPL,ORDER,Chiefs Esports Club,Renekton,Trundle,Azir,Ezreal,Braum,Lillia,Volibear,Akali,Senna,Lux,1
5293,6578-8913,LDL,Joy Dream,Dominus Esports Young,Shen,RekSai,Zoe,Kaisa,Blitzcrank,Camille,Nidalee,Galio,Ezreal,Morgana,0
5294,6580-8915,LDL,eStar Young,Victorious Gaming,MonkeyKing,Ekko,Sett,Varus,Karma,Jayce,Nidalee,Zoe,Ashe,Nautilus,1
5295,ESPORTSTMNT03/1441961,OPL,ORDER,Chiefs Esports Club,Maokai,Kindred,Orianna,Ezreal,Bard,Kayle,Trundle,Leblanc,Lucian,Yuumi,0
5296,6580-8916,LDL,Victorious Gaming,eStar Young,Kennen,Nidalee,Leblanc,Caitlyn,Lux,Lucian,Graves,Galio,Ezreal,Karma,0
5297,6579-8914,LDL,JingNetGame,Suning-S,Lucian,Graves,Ryze,Jhin,Bard,Jayce,LeeSin,Zoe,Ashe,Nautilus,0
5298,ESPORTSTMNT03/1432002,PCS,ahq eSports Club,Berjaya Dragons,Camille,Ekko,Sett,Jhin,Nautilus,Jax,Graves,Syndra,Ashe,Leona,1
5299,ESPORTSTMNT03/1441978,LCK,Afreeca Freecs,Gen.G,Gnar,Hecarim,Orianna,Kalista,Sett,Renekton,Lillia,Ekko,Ezreal,Alistar,0
5300,ESPORTSTMNT03/1441980,OPL,ORDER,Chiefs Esports Club,Sion,Olaf,Orianna,Caitlyn,Morgana,MonkeyKing,Trundle,Azir,Ashe,Lux,1
5301,ESPORTSTMNT03/1441984,LJL,V3 Esports,Sengoku Gaming,Sion,Lillia,Karma,Aphelios,Sett,Renekton,Nidalee,Azir,Ashe,Nautilus,1
5302,6582-8917,LDL,All Combo,Shu Dai Xiong Gaming,Akali,Graves,Sylas,Jhin,Thresh,Camille,Ekko,Sett,Ashe,Nautilus,0
5303,6579-8920,LDL,Suning-S,JingNetGame,Renekton,LeeSin,Zoe,Caitlyn,Morgana,Darius,Graves,Syndra,Draven,Thresh,1
5304,6684-8918,LPL,Top Esports,Suning,Jax,Sett,Orianna,Caitlyn,Lux,Mordekaiser,Graves,Azir,Jhin,Morgana,1
5305,ESPORTSTMNT03/1442006,LCK,KT Rolster,DAMWON Gaming,Jayce,Hecarim,TwistedFate,Ashe,Lulu,Renekton,Nidalee,Azir,Senna,Leona,0
5306,6582-8919,LDL,Shu Dai Xiong Gaming,All Combo,Camille,Ekko,Sett,Ashe,Thresh,Qiyana,Lillia,Cassiopeia,Jhin,Nautilus,1
5307,ESPORTSTMNT03/1432030,VCS,Team Secret,Percent Esports,Jax,Nidalee,Lucian,Ashe,Braum,Kennen,Olaf,Syndra,Caitlyn,Thresh,1
5308,ESPORTSTMNT03/1432033,PCS,Berjaya Dragons,ahq eSports Club,Mordekaiser,Trundle,Orianna,Caitlyn,Morgana,Renekton,Volibear,Syndra,Jhin,Lulu,1
5309,ESPORTSTMNT03/1442023,LJL,V3 Esports,Sengoku Gaming,Volibear,Lillia,Leblanc,Kalista,Nautilus,Gnar,Graves,Azir,Ezreal,Leona,0
5310,6684-8921,LPL,Suning,Top Esports,Jayce,Olaf,Orianna,Ashe,Nautilus,MonkeyKing,Graves,Zoe,Jhin,Leona,0
5311,6581-8922,LDL,Invictus Gaming Young,Royal Club,Renekton,Volibear,Morgana,Ezreal,Taric,Ornn,Ekko,Cassiopeia,Ashe,Pantheon,1
5312,ESPORTSTMNT06/1310389,TCL,5 Ronin,İstanbul Wildcats,Jayce,Taliyah,Pantheon,Ezreal,Leona,Mordekaiser,Volibear,Azir,Ashe,Braum,1
5313,ESPORTSTMNT03/1432044,VCS,Percent Esports,Team Secret,Renekton,LeeSin,Syndra,Jhin,Lux,Camille,Nocturne,TwistedFate,Caitlyn,Leona,0
5314,ESPORTSTMNT03/1432046,PCS,ahq eSports Club,Berjaya Dragons,Jayce,Ekko,Sett,Ezreal,Leona,Ornn,Trundle,Orianna,Senna,Morgana,1
5315,ESPORTSTMNT03/1442035,LCK,DAMWON Gaming,KT Rolster,Camille,Lillia,Lucian,Ashe,Leona,MonkeyKing,Volibear,Viktor,Ezreal,Braum,1
5316,6684-8923,LPL,Suning,Top Esports,Renekton,Skarner,Orianna,Jhin,TahmKench,Quinn,LeeSin,Zoe,Ashe,Braum,0
5317,ESPORTSTMNT03/1432054,LJL,V3 Esports,Sengoku Gaming,Renekton,Lillia,Sett,Kalista,Blitzcrank,Gnar,Graves,Azir,Jhin,Bard,1
5318,6581-8924,LDL,Invictus Gaming Young,Royal Club,Renekton,Graves,Sylas,Jhin,Pantheon,Aatrox,Volibear,Kassadin,Ashe,Bard,1
5319,ESPORTSTMNT03/1432055,VCS,Percent Esports,Team Secret,Camille,Gragas,Yasuo,Kalista,Taric,Jax,Nocturne,TwistedFate,Caitlyn,Bard,1
5320,ESPORTSTMNT03/1432056,PCS,Berjaya Dragons,ahq eSports Club,Quinn,Volibear,Ekko,Jhin,TahmKench,Renekton,Olaf,Orianna,Ashe,Nautilus,0
5321,ESPORTSTMNT06/1310393,TCL,5 Ronin,İstanbul Wildcats,Jayce,Taliyah,Pantheon,Senna,Leona,Mordekaiser,Sett,Ziggs,Jhin,Thresh,0
5322,ESPORTSTMNT03/1432061,LJL,Sengoku Gaming,V3 Esports,Mordekaiser,Graves,Azir,Ashe,Sett,Renekton,Nidalee,Leblanc,Senna,Bard,0
5323,ESPORTSTMNT03/1432065,VCS,Percent Esports,Team Secret,Camille,Sett,Galio,Kaisa,Nautilus,Jax,Elise,Tristana,Ezreal,Thresh,1
5324,ESPORTSTMNT06/1310398,TCL,İstanbul Wildcats,5 Ronin,Renekton,Sett,Ziggs,Caitlyn,Nautilus,Jayce,Kindred,Zoe,Jhin,Leona,0
5325,ESPORTSTMNT03/1432078,VCS,Team Secret,Percent Esports,Renekton,Elise,Jayce,Caitlyn,Morgana,Ornn,Sett,Lucian,Kaisa,Thresh,1
5326,ESPORTSTMNT06/1310400,TCL,İstanbul Wildcats,5 Ronin,Renekton,Graves,Kassadin,Senna,TahmKench,Jayce,Skarner,Orianna,Jhin,Bard,1
5327,ESPORTSTMNT06/1310402,LEC,G2 Esports,MAD Lions,Gangplank,Sett,Leblanc,Kalista,Nautilus,Shen,Hecarim,Azir,Senna,Taric,1
5328,ESPORTSTMNT06/1310404,TCL,İstanbul Wildcats,5 Ronin,Gnar,Ekko,Orianna,Senna,TahmKench,Renekton,Karthus,Pantheon,Caitlyn,Karma,0
5329,ESPORTSTMNT03/1442070,CBLOL,paiN Gaming,Prodigy Esports,Ornn,Karthus,TwistedFate,Ezreal,Leona,Renekton,Volibear,Galio,Sivir,TahmKench,0
5330,ESPORTSTMNT06/1320472,LEC,MAD Lions,G2 Esports,Camille,Lillia,Galio,Ezreal,Shen,Neeko,Sejuani,Irelia,Senna,Nautilus,0
5331,ESPORTSTMNT06/1320473,LEC,MAD Lions,G2 Esports,Camille,Lillia,Galio,Ashe,Lulu,Shen,LeeSin,Syndra,Ezreal,Yuumi,1
5332,ESPORTSTMNT03/1442092,CBLOL,Prodigy Esports,paiN Gaming,Renekton,Elise,Zoe,Aphelios,Bard,Volibear,Olaf,Orianna,Ashe,Lulu,0
5333,ESPORTSTMNT06/1310409,LEC,G2 Esports,MAD Lions,Neeko,Sett,Zoe,Senna,Braum,Shen,Hecarim,TwistedFate,Ashe,Thresh,1
5334,ESPORTSTMNT03/1442094,CBLOL,paiN Gaming,Prodigy Esports,Volibear,Lillia,Orianna,Ashe,Karma,Renekton,Trundle,Akali,Ezreal,Leona,1
5335,ESPORTSTMNT03/1432105,LLA,Isurus,Rainbow7,Ornn,Khazix,Zoe,Caitlyn,Lulu,Kayle,Hecarim,Azir,Ziggs,Shen,0
5336,ESPORTSTMNT03/1442098,CBLOL,Prodigy Esports,paiN Gaming,Renekton,Sett,Orianna,Varus,Thresh,Volibear,Olaf,Azir,Ashe,Braum,1
5337,ESPORTSTMNT03/1432114,LCS,Cloud9,Evil Geniuses,Vladimir,LeeSin,TwistedFate,Senna,TahmKench,Shen,Graves,Orianna,Kalista,Bard,1
5338,ESPORTSTMNT03/1442106,CBLOL,paiN Gaming,Prodigy Esports,Maokai,Graves,Zoe,Jhin,Blitzcrank,Renekton,Sett,Azir,Sivir,Thresh,1
5339,ESPORTSTMNT03/1432123,LCS,Evil Geniuses,Cloud9,Ornn,LeeSin,Cassiopeia,Caitlyn,Thresh,Gangplank,Graves,TwistedFate,Kalista,Blitzcrank,0
5340,ESPORTSTMNT03/1432127,LLA,Rainbow7,Isurus,Maokai,Sett,Vayne,Sona,Lux,Renekton,Gragas,Galio,Lucian,Blitzcrank,1
5341,ESPORTSTMNT03/1432128,LCS,Evil Geniuses,Cloud9,Rumble,LeeSin,Lucian,Senna,Nautilus,Ornn,Graves,TwistedFate,Kalista,Rakan,0
5342,ESPORTSTMNT03/1432129,LLA,Isurus,Rainbow7,Renekton,LeeSin,Syndra,Caitlyn,Karma,Shen,JarvanIV,TwistedFate,Ashe,Lulu,1
5343,ESPORTSTMNT03/1432131,LLA,Rainbow7,Isurus,Camille,Sett,Akali,Caitlyn,Nautilus,Gangplank,Trundle,Azir,Ashe,Thresh,1
5344,ESPORTSTMNT03/1442117,LCK,T1,DRX,Jayce,Lillia,Akali,Ashe,Nautilus,Renekton,Evelynn,Galio,Kalista,Pantheon,1
5345,6583-8925,LDL,Oh My Dream,V5 87,MonkeyKing,Nidalee,Lucian,Sivir,Thresh,Irelia,Lillia,Pantheon,Ezreal,Bard,1
5346,6583-8926,LDL,Oh My Dream,V5 87,Akali,LeeSin,Ekko,Draven,Sett,Jayce,Volibear,Orianna,Ezreal,TahmKench,1
5347,6585-8929,LDL,Team WE Academy,Top Esports Challenger,Jax,Karthus,Sett,Jhin,TahmKench,Akali,Kayn,Karma,Ashe,Nautilus,1
5348,6584-8927,LDL,Rogue Warriors Shark,Young Miracles,Volibear,JarvanIV,Zoe,Jhin,Karma,MonkeyKing,Lillia,Talon,Ashe,Nautilus,0
5349,6585-8930,LDL,Top Esports Challenger,Team WE Academy,MonkeyKing,Graves,Rumble,Aphelios,Thresh,Darius,Lillia,Qiyana,Ashe,Karma,0
5350,ESPORTSTMNT03/1432171,LJL,Crest Gaming Act,DetonatioN FocusMe,Shen,Graves,Syndra,Lucian,Lux,Renekton,Nidalee,Heimerdinger,Aphelios,Leona,0
5351,6584-8928,LDL,Young Miracles,Rogue Warriors Shark,Renekton,Volibear,Zoe,Caitlyn,TahmKench,Pantheon,Taliyah,Qiyana,Kalista,Pyke,0
5352,ESPORTSTMNT03/1442138,LCK,DRX,T1,Akali,Graves,TwistedFate,Senna,Leona,Camille,Volibear,Galio,MissFortune,Sett,1
5353,ESPORTSTMNT03/1432181,PCS,J Team,ahq eSports Club,Renekton,Zac,Pantheon,Caitlyn,Morgana,Gnar,JarvanIV,Orianna,Jhin,Lulu,1
5354,6685-8931,LPL,JD Gaming,LGD Gaming,Ornn,Kindred,Galio,Ashe,Leona,Kayle,LeeSin,TwistedFate,Jhin,Nautilus,1
5355,6587-8932,LDL,LinGan e-Sports,LNG Academy,Mordekaiser,Trundle,Akali,Draven,Thresh,Camille,Graves,Diana,Kalista,Blitzcrank,1
5356,6584-8933,LDL,Rogue Warriors Shark,Young Miracles,Pantheon,Lillia,Qiyana,Ezreal,Nautilus,Camille,Sett,Leblanc,Ashe,Braum,0
5357,ESPORTSTMNT03/1442161,LCK,T1,DRX,Renekton,Volibear,Akali,Ashe,Shen,Gnar,LeeSin,Azir,Kalista,Leona,1
5358,ESPORTSTMNT03/1432204,VCS,CERBERUS Esports,EVOS Esports,Ornn,Sett,Azir,Kalista,Thresh,Camille,Sejuani,Sylas,Senna,Braum,0
5359,ESPORTSTMNT03/1432206,PCS,ahq eSports Club,J Team,Jayce,Ekko,Sett,Jhin,Thresh,Akali,Volibear,Garen,Ashe,Leona,1
5360,ESPORTSTMNT03/1432207,LJL,DetonatioN FocusMe,Crest Gaming Act,Kennen,Kindred,Neeko,Caitlyn,Lux,Sett,Trundle,Zoe,Jhin,Blitzcrank,0
5361,6685-8934,LPL,LGD Gaming,JD Gaming,Ornn,Olaf,Zoe,Ezreal,Yuumi,Camille,Evelynn,Lucian,Ashe,Bard,0
5362,6587-8937,LDL,LNG Academy,LinGan e-Sports,MonkeyKing,Kindred,Diana,Ashe,Lulu,Volibear,Graves,Leblanc,Senna,Taric,0
5363,ESPORTSTMNT06/1320490,TCL,Galakticos,Papara SuperMassive,Lucian,Skarner,Kassadin,Senna,Nautilus,MonkeyKing,Nidalee,Zoe,Aphelios,Sett,0
5364,ESPORTSTMNT03/1442164,LCK,Team Dynamics,Hanwha Life Esports,Aatrox,Volibear,Leblanc,Ashe,Nautilus,Renekton,Olaf,Azir,Caitlyn,Shen,1
5365,ESPORTSTMNT03/1432214,PCS,J Team,ahq eSports Club,Gnar,Gragas,Sett,Jhin,Karma,Renekton,Skarner,Orianna,Caitlyn,Lux,1
5366,6586-8936,LDL,EDG Youth Team,Vici Gaming Potential,Camille,Nidalee,TwistedFate,Kaisa,Nautilus,Jax,Olaf,Lucian,Draven,Sett,1
5367,ESPORTSTMNT03/1432215,VCS,EVOS Esports,CERBERUS Esports,Renekton,Sejuani,Akali,Aphelios,Thresh,Volibear,Trundle,Zoe,Senna,Leona,1
5368,6685-8935,LPL,LGD Gaming,JD Gaming,Renekton,Kindred,TwistedFate,Ezreal,Braum,Gnar,LeeSin,Galio,Jhin,Nautilus,1
5369,ESPORTSTMNT03/1432222,LJL,DetonatioN FocusMe,Crest Gaming Act,Gnar,Olaf,Neeko,Caitlyn,Lux,Camille,Trundle,Zoe,Jhin,Thresh,1
5370,ESPORTSTMNT06/1310415,TCL,Galakticos,Papara SuperMassive,Irelia,Nidalee,Sett,Sona,Lux,Ornn,Graves,Zoe,Kalista,Thresh,0
5371,6586-8939,LDL,EDG Youth Team,Vici Gaming Potential,Renekton,Nidalee,Jayce,Ziggs,Pantheon,Gangplank,Ekko,Lucian,Ezreal,Karma,0
5372,ESPORTSTMNT03/1432230,PCS,ahq eSports Club,J Team,Akali,Lillia,Lucian,Ashe,Leona,Camille,Graves,Malphite,Jhin,Nautilus,0
5373,ESPORTSTMNT03/1432231,VCS,EVOS Esports,CERBERUS Esports,Quinn,Volibear,Akali,Aphelios,Morgana,Renekton,Graves,Ryze,Ashe,Bard,0
5374,6685-8938,LPL,JD Gaming,LGD Gaming,Ornn,Kindred,Zoe,Jhin,Leona,Renekton,Skarner,Orianna,Ezreal,Bard,1
5375,ESPORTSTMNT03/1432233,LJL,DetonatioN FocusMe,Crest Gaming Act,Gnar,LeeSin,Neeko,Caitlyn,Bard,Renekton,Graves,Akali,Kalista,Leona,1
5376,ESPORTSTMNT03/1442181,LCK,Hanwha Life Esports,Team Dynamics,Jayce,LeeSin,Sylas,Caitlyn,Bard,Irelia,Nidalee,Azir,Ashe,Pantheon,1
5377,ESPORTSTMNT06/1310419,TCL,Papara SuperMassive,Galakticos,Jayce,Nidalee,Sett,Vayne,Lulu,Renekton,LeeSin,Azir,Ezreal,Braum,1
5378,6586-8940,LDL,EDG Youth Team,Vici Gaming Potential,Akali,Elise,Sett,Lucian,Yuumi,Gangplank,Nidalee,Jayce,Ezreal,Pyke,1
5379,ESPORTSTMNT03/1432238,VCS,CERBERUS Esports,EVOS Esports,Renekton,Graves,Orianna,Jhin,Bard,Gnar,Nidalee,Sett,Ashe,Pantheon,0
5380,ESPORTSTMNT03/1442192,LCK,Team Dynamics,Hanwha Life Esports,Kennen,Volibear,Azir,Senna,Sett,Camille,Olaf,Sylas,Ashe,Lulu,0
5381,ESPORTSTMNT06/1320512,LEC,Rogue,Fnatic,Renekton,Sejuani,Azir,Senna,Nautilus,Urgot,Evelynn,Lucian,Ashe,Thresh,0
5382,ESPORTSTMNT06/1320517,LEC,Rogue,Fnatic,Gangplank,Sett,Azir,Kalista,Blitzcrank,Ornn,Karthus,Lucian,Senna,Thresh,0
5383,ESPORTSTMNT03/1432256,CBLOL,INTZ,KaBuM! e-Sports,Quinn,Sett,Lucian,Ezreal,Nautilus,Renekton,Nidalee,Cassiopeia,Ashe,Braum,1
5384,ESPORTSTMNT06/1320518,LEC,Rogue,Fnatic,Gangplank,Sett,Azir,Ezreal,Braum,Sion,Evelynn,KogMaw,Senna,Nautilus,0
5385,ESPORTSTMNT03/1432272,CBLOL,KaBuM! e-Sports,INTZ,Jayce,Sett,Orianna,Aphelios,Leona,Camille,Volibear,TwistedFate,Ezreal,Nautilus,1
5386,ESPORTSTMNT03/1432278,CBLOL,INTZ,KaBuM! e-Sports,Maokai,Sett,Lucian,Ziggs,Leona,Gangplank,Volibear,Leblanc,Jhin,Nautilus,1
5387,ESPORTSTMNT03/1432281,CBLOL,KaBuM! e-Sports,INTZ,Camille,Sett,Orianna,Jhin,Leona,Maokai,Gragas,Tristana,Ashe,Nautilus,1
